path,line,kind,symbol,class,why
kernel/adherence.go,134,func,inFirst5m,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/armed.go,37,func,ArmedEntryPx,KEEP(tests),"9 test refs only, e.g. 259:	if px := ArmedEntryPx(sc, 0, 0.25); px != 29657.64 {"
kernel/bar_horizon.go,147,func,resetBarHorizonMemo,KEEP(tests),"5 test refs only, e.g. 134:	t.Cleanup(func() { barHorizonScanCap = orig; resetBarHo"
kernel/boot_integrity.go,195,func,SetTradingRefusedForTest,KEEP(tests),"11 test refs only, e.g. 12:	t.Cleanup(func() { SetTradingRefusedForTest(false, """") }"
kernel/breakdown_continue.go,52,func,bdMaxPullbackFrac,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/breakdown_continue.go,299,func,BreakdownContinueEntryPx,KEEP(wired),"1 non-test refs, e.g. 61:		return BreakdownContinueEntryPx(sc, tick)"
kernel/calendar_blackout.go,117,func,T1AdvisoryLines,KEEP(tests),"2 test refs only, e.g. 104:		if adv := T1AdvisoryLines(evs, set); len(adv) != 0 {"
kernel/class45_feeds_forward.go,214,func,planDocGapDownMessage,KEEP(tests),"2 test refs only, e.g. 88:	if !strings.Contains(planDocGapDownMessage(), ""SHORT-dir"
kernel/clock_drift.go,126,func,LastClockDrift,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/detector_d1prime.go,73,func,DetectorDeltaDays,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/detector_d1prime.go,199,func,HoldRate,KEEP(wired),"1 non-test refs, e.g. 293:// HoldRateBy returns hold/(hold+break) with n and the e"
kernel/detector_d1prime.go,235,func,FormatHoldRate,KEEP(tests),"2 test refs only, e.g. 169:	s := FormatHoldRate(eps)"
kernel/detector_d1prime.go,250,func,ambSuffix,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/detector_d1prime.go,258,func,MeanAbsIncrementOf,KEEP(tests),"1 test refs only, e.g. 107:	delta := MeanAbsIncrementOf(tape.Increments)"
kernel/engine_analysis.go,50,func,GetFullDecision,KEEP(wired),"6 non-test refs, e.g. 126:	// stamped at data assembly (P7 — GetFullDecisionWithSt"
kernel/entry_law.go,95,func,ValidatePictureHtfRule,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/fade_permission.go,213,func,hasExclusion,KEEP(tests),"3 test refs only, e.g. 78:	if !hasExclusion(late, ""ib_held"") {"
kernel/fade_permission.go,215,func,hasUnknown,KEEP(tests),"1 test refs only, e.g. 136:	if !hasUnknown(v, ""t1_news"") {"
kernel/fade_permission.go,224,func,findExclusion,KEEP(tests),"1 test refs only, e.g. 152:	ex := findExclusion(v, ""or_wide"")"
kernel/fade_permission.go,235,func,fadeFactsHasField,KEEP(tests),"1 test refs only, e.g. 174:		if fadeFactsHasField(banned) {"
kernel/follow_plan.go,83,func,FollowIsFinal,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,20,func,FormatContextForAI,KEEP(wired),"1 non-test refs, e.g. 35:	formattedData := FormatContextForAI(ctx, pb.lang)"
kernel/formatter.go,34,func,FormatContextDataOnly,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,39,func,formatContextData,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,107,func,formatHeaderZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,113,func,formatAccountZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,135,func,formatTradingStatsZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,197,func,formatRecentTradesZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,232,func,formatCurrentPositionsZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,275,func,formatCandidateCoinsZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,324,func,formatKlineDataZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,365,func,getOIInterpretationZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,380,func,formatHeaderEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,386,func,formatAccountEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,408,func,formatTradingStatsEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,471,func,formatRecentTradesEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,505,func,formatCurrentPositionsEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,546,func,formatCandidateCoinsEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,591,func,formatKlineDataEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/formatter.go,635,func,getOIInterpretationEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/level_stats_calc.go,119,func,GradeOutcomeBuckets,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/levels_assemble.go,22,func,BuildKeyLevelsBlock,KEEP(wired),"2 non-test refs, e.g. 430:			klBlock = BuildKeyLevelsBlockOpts(ctx.TraderID, snaps"
kernel/levels_assemble.go,205,func,AssembleScoredLevelsFullMinGrade,KEEP(wired),"1 non-test refs, e.g. 414:// The read itself uses the price that AssembleScoredLev"
kernel/levels_assemble.go,319,func,HTFDetectionReport.TFsWithLevels,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/levels_assemble.go,335,func,DetectHTFLevelsReport,KEEP(tests),"4 test refs only, e.g. 189:	levels, report := DetectHTFLevelsReport(fetchFor(""1d"", "
kernel/levels_assemble.go,347,func,DetectHTFLevelsExport,KEEP(wired),"1 non-test refs, e.g. 105:	levels, rep := kernel.DetectHTFLevelsExport(fetch, kern"
kernel/levels_role.go,134,func,touchCount,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/levels_score.go,306,func,IsTier1Kind,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/levels_score.go,655,func,ScoreLevelsMinGrade,KEEP(wired),"4 non-test refs, e.g. 195:	scored, _ = ScoreLevelsMinGradeFullSeats(all, price, dA"
kernel/levels_score.go,666,func,ScoreLevelsMinGradeFull,KEEP(wired),"4 non-test refs, e.g. 195:	scored, _ = ScoreLevelsMinGradeFullSeats(all, price, dA"
kernel/map_candidates.go,371,func,RenderIdentityMapBlock,KEEP(wired),"1 non-test refs, e.g. 608:		mb := RenderIdentityMapBlockContract(candidates, in.Pr"
kernel/no_trade_band.go,172,func,LiveNoTradeWindows,KEEP(tests),"6 test refs only, e.g. 126:	if n := len(LiveNoTradeWindows(got)); n != 0 {"
kernel/picture_htf.go,182,func,SweepReclaim4H,KEEP(tests),"3 test refs only, e.g. 240:func TestSweepReclaim4HSupportRejection(t *testing.T) {"
kernel/plan_doc.go,547,func,ParsePlanDocCappedWithMinRR,KEEP(tests),"8 test refs only, e.g. 23:// and ParsePlanDocCappedWithMinRR (the planner write sit"
kernel/plan_doc.go,619,func,ValidatePlanDoc,KEEP(wired),"19 non-test refs, e.g. 15:// write loop and in the shadow A/B verdict — never in Va"
kernel/plan_doc.go,1149,func,ValidatePlanDocWithFacts,KEEP(wired),"5 non-test refs, e.g. 259:			Site:       ""plan_doc.go FlipLineBeyondPrice / DeathL"
kernel/plan_doc.go,1430,func,StampMachineGrades,KEEP(tests),"3 test refs only, e.g. 58:// T2 golden — StampMachineGrades covers the FULL pool (p"
kernel/plan_doc.go,1461,func,CarryMachineGrades,KEEP(tests),"4 test refs only, e.g. 81:func TestT2CarryMachineGradesTolerance(t *testing.T) {"
kernel/plan_lifecycle.go,63,func,PlanIsDead,KEEP(wired),"5 non-test refs, e.g. 29://   - touch, displacement (BD_MIN_DISP_ATR), plan death "
kernel/plan_lifecycle.go,382,func,PlanDeathOrFlipSince,KEEP(wired),"1 non-test refs, e.g. 629:	killer, fired, skipped := kernel.PlanDeathOrFlipSinceFr"
kernel/plan_lifecycle.go,412,func,PlanDeathOrFlipSinceFresh,KEEP(wired),"1 non-test refs, e.g. 629:	killer, fired, skipped := kernel.PlanDeathOrFlipSinceFr"
kernel/plan_lifecycle.go,423,func,PlanDeathOrFlipSinceFreshHold,KEEP(wired),"1 non-test refs, e.g. 629:	killer, fired, skipped := kernel.PlanDeathOrFlipSinceFr"
kernel/planner_prompt.go,808,func,plannerOutputContract,KEEP(wired),"1 non-test refs, e.g. 356:		if err := ValidatePromptContracts(plannerOutputContrac"
kernel/prompt_builder.go,20,func,NewPromptBuilder,KEEP(tests),"12 test refs only, e.g. 11:	t.Run(""NewPromptBuilder"", func(t *testing.T) {"
kernel/prompt_builder.go,25,func,PromptBuilder.BuildSystemPrompt,KEEP(wired),"9 non-test refs, e.g. 548:	systemPrompt := engine.BuildSystemPrompt(ctx.Account.To"
kernel/prompt_builder.go,33,func,PromptBuilder.BuildUserPrompt,KEEP(wired),"6 non-test refs, e.g. 117:		// before BuildUserPrompt/the AI — so the AI could nev"
kernel/prompt_builder.go,46,func,PromptBuilder.buildSystemPromptZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/prompt_builder.go,125,func,PromptBuilder.getDecisionRequirementsZH,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/prompt_builder.go,181,func,PromptBuilder.buildSystemPromptEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/prompt_builder.go,260,func,PromptBuilder.getDecisionRequirementsEN,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/prompt_builder.go,317,func,FormatDecisionExample,KEEP(tests),"4 test refs only, e.g. 336:// TestFormatDecisionExample 测试决策示例格式化"
kernel/prompt_builder.go,334,func,ValidateDecisionFormat,KEEP(tests),"12 test refs only, e.g. 143:// TestValidateDecisionFormat 测试决策格式验证"
kernel/regime_baseline.go,52,func,RVBaselineFrom5m,KEEP(wired),"8 non-test refs, e.g. 31:	// RVBaselineFrom5m(min5Long, 20, 5) over about SEVEN co"
kernel/risk_limits.go,88,func,RiskLimits.Classify,KEEP(wired),"38 non-test refs, e.g. 309:// ClassifyCitation resolves the executor's cited_scenar"
kernel/risk_limits.go,197,func,ClearDailyForceFlat,KEEP(tests),"9 test refs only, e.g. 57:	ClearDailyForceFlat(""trader-same"")"
kernel/risk_limits.go,469,func,ClampStageAContracts,KEEP(tests),"4 test refs only, e.g. 21:				if want := ClampStageAContracts(map[bool]int{true: pe"
kernel/scenario_facts.go,16,func,MarkConsumedScenarios,KEEP(wired),"1 non-test refs, e.g. 2858:	return kernel.MarkConsumedScenarios(d, consumed)"
kernel/scenario_facts.go,38,func,pricesInText,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/scenario_facts.go,235,func,DistanceTicks,KEEP(wired),"4 non-test refs, e.g. 74://	contracts = floor( riskDollars / (stopDistanceTicks * "
kernel/schema.go,36,func,BilingualFieldDef.GetName,KEEP(wired),"23 non-test refs, e.g. 1205:// GetName gets trader name"
kernel/schema.go,44,func,BilingualFieldDef.GetFormula,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/schema.go,52,func,BilingualFieldDef.GetDesc,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/schema.go,232,func,BilingualRuleDef.GetDesc,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/schema.go,240,func,BilingualRuleDef.GetReason,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/session_calendar.go,292,func,SessionEarlyCloseCT,KEEP(wired),"3 non-test refs, e.g. 238:	if early, ok := SessionEarlyCloseCTForKey(sessionDayKey"
kernel/structure.go,130,func,SimpleATR14,KEEP(wired),"6 non-test refs, e.g. 36:// s1SimpleATR14 is the verbatim port of S1's simpleATR14"
kernel/touch_telemetry.go,89,func,ResolvedTouchBandPoints,KEEP(wired),"1 non-test refs, e.g. 23:	// stats shape; measurement consumers use kernel.Resolve"
kernel/tz.go,36,func,NowCT,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/void_scope.go,105,func,VoidScopeOf,KEEP(tests),"7 test refs only, e.g. 236:	scope := VoidScopeOf(tape, time.UnixMilli(now))"
kernel/void_scope.go,122,func,ResolveVoidScopeOf,KEEP(tests),"4 test refs only, e.g. 66:	sc := kernel.ResolveVoidScopeOf(bars, time.Now())"
kernel/weekly_knobs.go,98,func,WeeklyCounterMode,KEEP(tests),"2 test refs only, e.g. 145:	if WeeklyCounterMode() != ""warn"" {"
kernel/weekly_knobs.go,110,func,WeeklyInvalidationTFDefault,KEEP(tests),"1 test refs only, e.g. 153:	if WeeklyInvalidationTFDefault() != ""1h"" {"
kernel/weekly_prompt.go,372,func,ApplyWeeklyDOA,KEEP(wired),"1 non-test refs, e.g. 342:// them. The pure helpers (ApplyWeeklyDOA / WeeklyInvali"
kernel/weekly_prompt.go,392,func,WeeklyInvalidationBasisTF,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
kernel/weekly_prompt.go,406,func,WeeklyInvalidationCrossed,KEEP(wired),"1 non-test refs, e.g. 342:// them. The pure helpers (ApplyWeeklyDOA / WeeklyInvali"
kernel/weekly_prompt.go,513,func,WeeklyCounterClauses,KEEP(tests),"5 test refs only, e.g. 78:	clauses := WeeklyCounterClauses(""bull"", ""high"", ""short"","
kernel/weekly_prompt.go,546,func,WeeklyDrawAlignTag,KEEP(wired),"1 non-test refs, e.g. 474:// row. The kernel.WeeklyDrawAlignTag helper stays for t"
logger/logger.go,115,func,Shutdown,KEEP(wired),"5 non-test refs, e.g. 699:	logger.Info(""📴 Shutdown signal received, closing system"
logger/logger.go,127,func,WithFields,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
logger/logger.go,132,func,WithField,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
logger/logger.go,137,func,Debug,KEEP(wired),"37 non-test refs, e.g. 1388:// DebugPlaceTestTrade places a deterministic 1-contrac"
logger/logger.go,145,func,Warn,KEEP(wired),"1033 non-test refs, e.g. 84:	closeResearch := researchsnapshot.Start(cfg.DBPath+"".res"
logger/logger.go,161,func,Error,KEEP(wired),"3978 non-test refs, e.g. 79:				logger.Errorf(""Failed to create data directory: %v"", "
logger/logger.go,169,func,Fatal,KEEP(wired),"28 non-test refs, e.g. 60:		logger.Fatalf(""❌ Failed to initialize encryption servic"
logger/logger.go,177,func,Panic,KEEP(wired),"9 non-test refs, e.g. 52:	return []logrus.Level{logrus.WarnLevel, logrus.ErrorLeve"
logger/logger.go,181,func,Panicf,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
manager/trader_manager.go,82,func,TraderManager.GetTraderIDs,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
manager/trader_manager.go,94,func,TraderManager.StartAll,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
manager/trader_manager.go,125,func,TraderManager.GetComparisonData,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
market/api_client.go,38,func,APIClient.GetExchangeInfo,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
market/api_client.go,59,func,APIClient.GetKlines,KEEP(wired),"2 non-test refs, e.g. 16:// GetKlinesRange fetches K-line series within specified "
market/api_client.go,103,func,parseKline,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
market/api_client.go,126,func,APIClient.GetCurrentPrice,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
market/bar_resolver.go,285,func,StampAligned,KEEP(tests),"3 test refs only, e.g. 260:func TestStampAlignedCatchesOffsetSeries(t *testing.T) {"
market/data.go,792,func,parseFloat,KEEP(wired),"25 non-test refs, e.g. 47:	idrBalance := parseFloat(result.Balance[""idr""])"
market/data_freshness.go,43,func,DefaultFreshnessConfig,KEEP(wired),"1 non-test refs, e.g. 245:	// with timeframe-aware thresholds — market.DefaultFres"
market/data_freshness.go,73,func,IsFresh,KEEP(tests),"4 test refs only, e.g. 246:func TestUIBootLineIsFreshByRevEvenWhenTheBundleIsOlder("
market/data_freshness.go,89,func,IsDriftSuspicious,KEEP(tests),"3 test refs only, e.g. 33:func TestIsDriftSuspicious(t *testing.T) {"
market/data_freshness.go,112,func,CheckDataHealth,KEEP(tests),"3 test refs only, e.g. 63:func TestCheckDataHealth(t *testing.T) {"
market/data_freshness.go,149,func,IsRTH,KEEP(tests),"3 test refs only, e.g. 138:func TestIsRTH(t *testing.T) {"
market/data_indicators.go,228,func,ExportCalculateDonchian,KEEP(tests),"4 test refs only, e.g. 514:	upper, lower := ExportCalculateDonchian(klines, 5)"
market/data_indicators.go,233,func,ExportCalculateBoxData,KEEP(tests),"1 test refs only, e.g. 571:	box := ExportCalculateBoxData(klines, 100.0)"
market/decimal_safe.go,29,func,PriceToTicks,KEEP(tests),"19 test refs only, e.g. 8:// TestPriceToTicks verifies round-trip conversion for rea"
market/decimal_safe.go,38,func,TicksToPrice,KEEP(tests),"4 test refs only, e.g. 30:			back := TicksToPrice(got, tick)"
market/decimal_safe.go,46,func,SafeAdd,KEEP(tests),"10 test refs only, e.g. 131:// TestSafeAdd_NoDrift — proves repeated SafeAdd never d"
market/decimal_safe.go,54,func,SafeSubtract,KEEP(tests),"4 test refs only, e.g. 169:// TestSafeSubtract_NoDrift — same shape as SafeAdd, but"
market/decimal_safe.go,64,func,SafeMultiply,KEEP(tests),"6 test refs only, e.g. 179:// TestSafeMultiply_Ticks — ""entry + 12 ticks"" style ops"
market/decimal_safe.go,82,func,PositionSize,KEEP(wired),"78 non-test refs, e.g. 278:		""PositionSizeLimit"": {"
market/futures_symbol.go,171,func,isQuarterlyMonth,KEEP(wired),"1 non-test refs, e.g. 404:func isQuarterlyMonthStore(b byte) bool {"
market/historical.go,17,func,GetKlinesRange,KEEP(tests),"1 test refs only, e.g. 26:	""market/historical.go:binanceFuturesKlinesURL"": ""GetKlin"
market/timeframe.go,26,func,NormalizeTimeframe,KEEP(wired),"1 non-test refs, e.g. 19:	normTF, err := NormalizeTimeframe(timeframe)"
market/timeframe.go,38,func,TFDuration,KEEP(wired),"11 non-test refs, e.g. 62:	if ms, ok := TFDurationMs(tf); ok {"
market/timeframe.go,47,func,MustNormalizeTimeframe,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
market/timeframe.go,56,func,SupportedTimeframes,KEEP(wired),"8 non-test refs, e.g. 561:// handleGetSupportedTimeframes returns the single sourc"
mcp/client.go,237,func,classifyAIError,KEEP(wired),"5 non-test refs, e.g. 461:	record.ErrorClass = classifyAIError(err)"
mcp/client.go,261,func,httpStatusFrom,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/client.go,765,func,ApplyMaxTokens,KEEP(tests),"4 test refs only, e.g. 8:// F1a (LONDON-FORENSICS 2026-08-28) — ApplyMaxTokens over"
mcp/logger.go,16,func,noopLogger.Debugf,KEEP(wired),"26 non-test refs, e.g. 149:func Debugf(format string, args ...interface{}) {"
mcp/logger.go,17,func,noopLogger.Infof,KEEP(wired),"1330 non-test refs, e.g. 84:	closeResearch := researchsnapshot.Start(cfg.DBPath+"".res"
mcp/logger.go,18,func,noopLogger.Warnf,KEEP(wired),"746 non-test refs, e.g. 84:	closeResearch := researchsnapshot.Start(cfg.DBPath+"".res"
mcp/logger.go,19,func,noopLogger.Errorf,KEEP(wired),"2380 non-test refs, e.g. 79:				logger.Errorf(""Failed to create data directory: %v"", "
mcp/logger.go,22,func,NewNoopLogger,KEEP(tests),"4 test refs only, e.g. 10:	logger := mcp.NewNoopLogger()"
mcp/options.go,20,func,WithLogger,KEEP(wired),"2 non-test refs, e.g. 151://	client := mcp.NewClient(mcp.WithLogger(customLogger))"
mcp/options.go,74,func,WithRetryWaitBase,KEEP(tests),"3 test refs only, e.g. 395:		WithRetryWaitBase(time.Hour),"
mcp/options.go,89,func,WithMaxTokens,KEEP(wired),"2 non-test refs, e.g. 138:// WithMaxTokens sets maximum token count"
mcp/options.go,102,func,WithMaxContext,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/options.go,124,func,WithAPIKey,KEEP(tests),"28 test refs only, e.g. 306:		WithAPIKey(""sk-test-key""),"
mcp/options.go,152,func,WithUseFullURL,KEEP(tests),"3 test refs only, e.g. 299:				WithUseFullURL(tt.useFullURL),"
mcp/options.go,167,func,WithDeepSeekConfig,KEEP(wired),"1 non-test refs, e.g. 158://	    mcp.WithDeepSeekConfig(""sk-xxx""),"
mcp/options.go,181,func,WithQwenConfig,KEEP(wired),"1 non-test refs, e.g. 22:	// Default Qwen configuration (used by WithQwenConfig co"
mcp/options.go,195,func,WithMiniMaxConfig,KEEP(wired),"1 non-test refs, e.g. 26:	// Default MiniMax configuration (used by WithMiniMaxCon"
mcp/request.go,75,func,NewMessage,KEEP(wired),"6 non-test refs, e.g. 179:			sent, err := bot.Send(tgbotapi.NewMessage(chatID, ""⏳"""
mcp/request.go,99,func,NewAssistantMessage,KEEP(wired),"1 non-test refs, e.g. 87:		b.messages = append(b.messages, NewAssistantMessage(con"
mcp/request_builder.go,43,func,RequestBuilder.WithModel,KEEP(wired),"11 non-test refs, e.g. 112:		mcp.WithModel(DefaultClaw402Model),"
mcp/request_builder.go,49,func,RequestBuilder.WithStream,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/request_builder.go,67,func,RequestBuilder.WithUserPrompt,KEEP(tests),"18 test refs only, e.g. 20:		WithUserPrompt(""Hello"")."
mcp/request_builder.go,75,func,RequestBuilder.AddSystemMessage,KEEP(tests),"2 test refs only, e.g. 58:		AddSystemMessage(""You are helpful"")."
mcp/request_builder.go,80,func,RequestBuilder.AddUserMessage,KEEP(tests),"5 test refs only, e.g. 59:		AddUserMessage(""What is Go?"")."
mcp/request_builder.go,85,func,RequestBuilder.AddAssistantMessage,KEEP(tests),"2 test refs only, e.g. 60:		AddAssistantMessage(""Go is a programming language"")."
mcp/request_builder.go,93,func,RequestBuilder.AddMessage,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/request_builder.go,101,func,RequestBuilder.AddMessages,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/request_builder.go,113,func,RequestBuilder.ClearMessages,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/request_builder.go,124,func,RequestBuilder.WithTemperature,KEEP(wired),"4 non-test refs, e.g. 37:		mcp.WithTemperature(1.0), // Kimi K2.5 only allows temp"
mcp/request_builder.go,139,func,RequestBuilder.WithMaxTokens,KEEP(wired),"3 non-test refs, e.g. 84:// WithMaxTokens sets maximum token count"
mcp/request_builder.go,148,func,RequestBuilder.WithTopP,KEEP(tests),"2 test refs only, e.g. 126:func TestRequestBuilder_WithTopP(t *testing.T) {"
mcp/request_builder.go,157,func,RequestBuilder.WithFrequencyPenalty,KEEP(tests),"1 test refs only, e.g. 144:		WithFrequencyPenalty(0.5)."
mcp/request_builder.go,166,func,RequestBuilder.WithPresencePenalty,KEEP(tests),"1 test refs only, e.g. 145:		WithPresencePenalty(0.6)."
mcp/request_builder.go,175,func,RequestBuilder.WithStopSequences,KEEP(tests),"2 test refs only, e.g. 157:func TestRequestBuilder_WithStopSequences(t *testing.T) "
mcp/request_builder.go,181,func,RequestBuilder.AddStopSequence,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/request_builder.go,199,func,RequestBuilder.AddFunction,KEEP(tests),"3 test refs only, e.g. 210:func TestRequestBuilder_AddFunction(t *testing.T) {"
mcp/request_builder.go,264,func,RequestBuilder.MustBuild,KEEP(tests),"20 test refs only, e.g. 62:		MustBuild()"
mcp/request_builder.go,277,func,ForChat,KEEP(tests),"6 test refs only, e.g. 240:func TestRequestBuilder_ForChat(t *testing.T) {"
mcp/request_builder.go,289,func,ForCodeGeneration,KEEP(tests),"4 test refs only, e.g. 262:func TestRequestBuilder_ForCodeGeneration(t *testing.T) "
mcp/request_builder.go,303,func,ForCreativeWriting,KEEP(tests),"5 test refs only, e.g. 276:func TestRequestBuilder_ForCreativeWriting(t *testing.T)"
mcp/payment/claw402.go,104,func,NewClaw402Client,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/payment/x402.go,554,func,X402Call,KEEP(wired),"2 non-test refs, e.g. 173:	return X402CallStream(c.Client, c.signPayment, ""Claw402"
mcp/provider/claude.go,48,func,NewClaudeClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/deepseek.go,24,func,NewDeepSeekClient,KEEP(tests),"7 test refs only, e.g. 12:	client := NewDeepSeekClientWithOptions("
mcp/provider/gemini.go,27,func,NewGeminiClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/grok.go,27,func,NewGrokClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/kimi.go,27,func,NewKimiClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/minimax.go,27,func,NewMiniMaxClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/openai.go,27,func,NewOpenAIClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
mcp/provider/qwen.go,29,func,NewQwenClient,KEEP(tests),"3 test refs only, e.g. 50:	client := NewQwenClientWithOptions("
provider/alpaca/kline.go,57,func,NewClientWithKeys,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/base_coin.go,10,func,CoinankClient.ListCoin,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/base_coin.go,33,func,CoinankClient.ListSymbols,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/coinank_http.go,41,func,NewCoinankClient,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/coinank_http.go,46,func,CoinankClient.Get,KEEP(wired),"2356 non-test refs, e.g. 53:	cfg := config.Get()"
provider/coinank/coinank_http.go,70,func,CoinankClient.Post,KEEP(wired),"125 non-test refs, e.g. 89:		dbType = store.DBTypePostgres"
provider/coinank/instrument_agg_rank.go,11,func,CoinankClient.VisualScreener,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instrument_agg_rank.go,30,func,CoinankClient.OiRank,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instrument_agg_rank.go,51,func,CoinankClient.LongShortRank,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instrument_agg_rank.go,72,func,CoinankClient.LiquidationRank,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instrument_agg_rank.go,93,func,CoinankClient.PriceRank,KEEP(wired),"58 non-test refs, e.g. 478:	if ctx.PriceRankingData != nil {"
provider/coinank/instrument_agg_rank.go,114,func,CoinankClient.VolumeRank,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instrument_agg_rank.go,134,func,CoinankClient.rankParam,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instruments.go,10,func,CoinankClient.GetLastPrice,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/instruments.go,32,func,CoinankClient.GetCoinMarketCap,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/kline.go,11,func,CoinankClient.Kline,KEEP(wired),"840 non-test refs, e.g. 31:func PlannerFreshTape(bars1m []market.Kline, read, publis"
provider/coinank/liquidation.go,11,func,CoinankClient.LiquidationExchangeStatistics,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
provider/coinank/liquidation.go,30,func,CoinankClient.LiquidationCoinAggHistory,REMOVE-CANDIDATE,zero refs anywhere (non-test+test)
